Inventory ID,Department or Division,Dataset Name,Dataset Description,Data Classification,Value,Department Priority,Date Added to Inventory,Publishing Status,Dataset ID,Dataset Link,Date Published,Category,Publishing Approach,Update Frequency,field_names,monthly_views,days_since_data_update,days_overdue,data_last_changed_dt,data_processed_at,data_as_of,data_loaded_at
DPH-0047,Public Health,ARCHIVED: COVID-19 Vaccinations Given to SF Residents Over Time,"<strong>A. SUMMARY</strong> 
This dataset represents the COVID-19 vaccinations given to residents of San Francisco over time. All vaccines given to SF residents are included, no matter where the vaccination took place (the vaccine may have been administered in San Francisco or outside of San Francisco). This dataset also includes COVID-19 vaccinations given to SF residents by the San Francisco Department of Public Health (SFDPH) over time. 

Data provides counts for residents who have received at least one dose, residents who have completed a primary vaccine series, residents who have received one or two monovalent (not bivalent) booster doses, and residents who have received a bivalent booster dose. A primary vaccine series is complete after an individual has received all intended doses of the initial series. There are one, two, and three dose primary vaccine series. 
 
<strong>B. HOW THE DATASET IS CREATED</strong> 
Information on doses administered to those who live in San Francisco is from the <a href=""https://cdph.ca.gov/CAIR"">California Immunization Registry (CAIR2)</a>, run by the California Department of Public Health (CDPH). 
 
<strong>C. UPDATE PROCESS</strong> 
Updated daily via automated process 
 
<strong>D. HOW TO USE THIS DATASET</strong> 
Before analysis, you must filter the dataset to the desired stratification of data using the ""administering_provider_type"" column. To get vaccination counts of all SF residents regardless of provider, filter to ""administering_provider_type"" = ‘All Providers’. To get vaccination counts administered by SFDPH to SF residents, filter to ""administering_provider_type"" = ‘DPH Only’. 

To count the number of individuals vaccinated (with any primary series dose) for the first time on a given day, use the ""new_recipients"" column. To count the number of individuals who have completed their primary vaccine series on a given day, use the ""new_series_completed"" column. To count the number of primary series doses administered on a day (1st, 2nd, 3rd, or single doses), use the ""new_primary_series_doses"" column. 
 
To count the number of individuals who received their first or second monovalent (not bivalent) booster dose on a given day, use the ""new_booster_recipients"" and ""new_2nd_booster_recipients"" columns. To count the number of individuals who received their first bivalent booster dose on a given day, use the ""new_bivalent_booster_recipients"" column. To count the number of monovalent (not including bivalent) or bivalent booster doses administered on a given day, use the ""new_booster_doses"" or ""new_bivalent_booster_doses"" columns.  

To count the number of individuals who have received a vaccine up to a certain date, use the columns beginning with ""cumulative_..."" 

<strong>E. ARCHIVED DATA</strong> 
This dataset is a combination of two previous datasets that were archived on 10/27/2022. For historical purposes, you can access the archived datasets at the following links:  

<a href= ""https://data.sfgov.org/d/bqge-2y7k"">ARCHIVED: COVID Vaccinations Given to SF Residents Over Time</a> 
<a href= ""https://data.sfgov.org/d/9tca-udid"">ARCHIVED: COVID Vaccinations Given to SF Residents by SF DPH Over Time</a>

<strong>F. CHANGE LOG</strong> 
<UL><LI>11/1/2023 - data on COVID-19 vaccinations given to SF residents by over time are no longer being updated. This data is currently through 10/31/2023 and will not include any new data after this date.
<LI>10/27/2022 - the datasets COVID Vaccinations Given to SF Residents Over Time and COVID Vaccinations Given to SF Residents by SF DPH Over Time were merged into a single dataset. The column “administering_provider_type” can be used to filter between the two metrics. These previous datasets can be found in the ARCHIVED DATA section. 
<LI>10/27/2022 - the columns “new_1st_doses”, “new_2nd_doses”, and “new_single_doses” were removed and consolidated into the column “new_primary_series_doses” (which also includes 3rd doses for the Pfizer Under 5 series). S",,,Unassigned,2022-12-27T00:00:00Z,Published,rutu-rpar,https://data.sfgov.org/d/rutu-rpar,10/05/2022,Health and Social Services,Automated,Not updated (historical only),"administering_provider_type, new_primary_series_doses, new_recipients, new_series_completed, new_booster_doses, new_booster_recipients, new_2nd_booster_recipients, new_bivalent_booster_doses, new_bivalent_booster_recipients, cumulative_primary_series_doses, cumulative_recipients, cumulative_series_completed, cumulative_booster_doses, cumulative_booster_recipients, cumulative_2nd_booster_recipients, cumulative_bivalent_booster_doses, cumulative_bivalent_booster_recipients, data_as_of, data_updated_at, data_loaded_at, date_administered",,809,,2023-11-01T15:17:22Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
AIR-0016,Airport (SFO),SFO Permitted Ground Transport Companies,Commercial transportation companies permitted to operate at SFO International Airport.,Level 1 - Public,Medium,Priority 2,2015-04-30T00:00:00Z,Published,x2zf-uu4r,https://data.sfgov.org/d/x2zf-uu4r,04/20/2018,Transportation,Manual,Quarterly,"permit_start_date, permit_renewed, renewal_date, tcp_number, permit_number, permit_type, billing_type, chp_required, status, dba_name",,432,342,2024-11-12T16:37:29Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
MTA-0072,Municipal Transportation Agency,Clearance Heights - Bridges and Underpasses,"A. SUMMARY 
Location and clearance heights for underpasses throughout San Francisco.

B. METHODOLOGY  
Manual updates

C. UPDATE FREQUENCY  
Once or twice per year. 

D. OTHER CRITICAL INFO  
None",Level 1 - Public,Medium,Priority 2,2015-11-05T00:00:00Z,Published,eb2x-6eay,https://data.sfgov.org/d/eb2x-6eay,04/24/2019,Transportation,Automated,As needed,"type, location, height, comments, mtab_date, mtab_motion, mtab_reso_text, shape, data_as_of, data_loaded_at, :@computed_region_6qbp_sg9q, :@computed_region_qgnn_b9vv, :@computed_region_26cr_cadq, :@computed_region_ajp5_b2md, :@computed_region_jwn9_ihcz, objectid",126,731,,2024-01-18T23:32:17Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
MTA-0055,Municipal Transportation Agency,Disabled Parking,"All disabled parking spaces as of September 2011. Find attached a data dictionary, a version of the map as a PDF, and a shapefile of the data. Data includes locations and site details; space characteristics, such as space length, side of street the space is located on, curb quality; post ID equivalent, if located in a metered area; date of site visit for available data.",Level 1 - Public,High,Priority 1,2015-04-30T00:00:00Z,Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
DPH-0029,Public Health,COVID-19 Cases Summarized by Comorbidities,"A. SUMMARY This dataset represents the COVID-19 positive confirmed cases by comorbidities (underlying conditions). Comorbidities (underlying conditions) for COVID-19 cases are reported when a person has one or more underlying health conditions, such as chronic lung disease including asthma or emphysema, diabetes, cardiovascular disease or liver disease, present at the time of diagnosis.  Data on comorbidities are based on information reported from case interviews, laboratories, and providers. This data may not be immediately available for recently reported cases and data will change to reflect as information becomes available. Cumulative counts of 5 or fewer are excluded from the dataset.  B. HOW THE DATASET IS CREATED Information on cases including details on any underlying conditions is reported from a combination of data sources including electronic and faxed laboratory reports, case interviews, medical providers, and electronic medical record systems. These multiple streams of data are merged, deduplicated, undergo quality assurance and other data verification processes, and are continually updated to maximize completeness of information and reporting on San Francisco residents with COVID-19. Data are prepared by close of business daily for public display.  C. UPDATE PROCESS Updated daily, dataset uploaded manually by staff  D. HOW TO USE THIS DATASET Unknowns may become known over time as more information is gathered.  Categories resulting in 5 or fewer cumulative cases are dropped for privacy reasons.  There are several other datasets related to cases: 1. COVID-19 Cases Summarized by Date, Transmission and Case Disposition 2. COVID-19 Cases Summarized by Race and Ethnicity 3. COVID-19 Cases Summarized by Age Group 4. COVID-19 Cases Summarized by Gender 5. COVID-19 Cases Summarized by Sexual Orientation 6. COVID-19 Cases Summarized by Homelessness Status",Level 1 - Public,High,Priority 1,2021-01-04T00:00:00Z,Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
ART-0005,Arts Commission,Galleries Exhibits,"# of Exhibits, # of Artists, Name of Exhibits, Name of Artists, Estimated Audience, # of Talks, Amount of Press Coverage",Level 1 - Public,Medium,Priority 2,2015-04-30T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
MTA-0093,Municipal Transportation Agency,School Zone Speed Limits,| A. PURPOSE | This dataset was created to show the street segments that are designated as 15 mph school zones. | B. METHODOLOGY | N/A | C. UPDATE FREQUENCY | As needed | D. OTHER CRITICAL INFO | N/A | E. ATTRIBUTES |CNN: San Francisco's street centerline network unique ID:STREET: street name;ST_TYPE: street type;CNNTEXT: cnn as text field;STREETNAME: street name;F15MPH_STAT: notes about whether street segment is considered 15 mph school zone;PARKINGLOT: unknown,Level 1 - Public,Medium,Priority 2,2017-11-20T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
CHF-0001,Children Youth & Their Families,Youth survey data,"Youth survey data is collected from youth participants attending DCYF-funded activities. Data collected includes participant rankings of quality and service from programmatic domains such as Youth Development, Promoting Diversity Equity and Inclusion, Program Environment and Safety, Linkages with the School Day, Intentional Skill Building, Social and Emotional Learning. Demographic details about the youth are also collected through the survey.",Level 4 - Protected,High,Priority 2,2015-04-30T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-03-26T13:51:22Z,2026-01-18T19:13:25Z
PUC-0007,Public Utilities Commission,GoSolar solar subsidies,GoSolar solar subsidies,Level 1 - Public,High,Priority 1,2015-04-30T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
ETH-0106,Ethics Commission,Statement of Economic Interests Database (SEI) (Form 700),"The Form 700: Statement of Economic Interests (SEI) is a form that state and local public officials and designated employees must file to disclose their financial interests when assuming office, annually, and leaving office. Any officer or employee of the City and County of San Francisco who holds a position designated in the Conflict of Interest Code (San Francisco Campaign and Government Conduct Code, Article III, Chapter I) is required to disclose his or her financial interests.  Elected officials, department heads, and members of decision-making boards and commissions file with the Ethics Commission. SEI filings filed with the Ethics Commission are accessible from this database. The filing data is updated every 24 hours. The list of filers and non-filers may be exported to Microsoft Excel format. The forms are available in PDF format.  Advisory board and committee members and designated employees file with their department or commission. These filers are NOT accessible from this database. Please check with the filer's respective department to obtain a copy of the filing.",Level 1 - Public,High,Priority 1,2017-07-02T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
JUV-0002,Juvenile Probation,Juvenile Hall Daily Population,Juvenile Hall Daily Population,Level 4 - Protected,High,Priority 2,2015-04-30T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
TIS-0061,Technology,Presidio Boundary Polygon,"Boundary of the Presidio. A separate jurisdiction from the City of San Francisco. Layer created from Block 1300, Lot 001 of the City Lots layer. Learn more about the unique national park at http://www.presidio.gov/",Level 1 - Public,Low,Priority 2,2016-06-14T00:00:00Z,Published,jt6f-vx2z,https://data.sfgov.org/d/jt6f-vx2z,07/12/2016,Geographic Locations and Boundaries,Manual,Not updated (historical only),"the_geom, blklot, name, objectid",,3477,,2016-07-12T00:35:23Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
MYR-0022,Mayor,Community Development Public Service Program Activities by Neighborhood,"Through the Community Development Public Service Programs, MOHCD funds a wide range of social services, with two primary objectives: 1) Families and individuals are resilient and economically self-sufficient, and 2) Families and individuals are stably housed. These objectives are met through specific funding strategies developed in our ten program areas. This data reports MOHCD’s efforts toward accomplishing those two objectives across each program area. Data reflects activities funded for Fiscal Year 2018-2019 as of June 30, 2019.",Level 1 - Public,High,Priority 1,2015-04-30T00:00:00Z,Published,jy5g-rugu,https://data.sfgov.org/d/jy5g-rugu,05/30/2017,Economy and Community,Manual,Annually,"record_id, client_record_id, program_area, activity_name, race_ethnicity, income_level, age_category, neighborhood, fiscal_year",,2068,1703,2020-05-21T22:54:48Z,2026-01-18T00:00:00Z,2025-10-07T15:07:49Z,2026-01-18T19:13:25Z
